delta_v_magnitude,maneuver_proportion,mc_iteration,times_found
0.00615848211066026,0.02631578947368421,13,1.0
0.00615848211066026,0.02631578947368421,14,1.0
0.00615848211066026,0.02631578947368421,15,1.0
0.00615848211066026,0.02631578947368421,16,1.0
0.00615848211066026,0.02631578947368421,17,1.0
0.00615848211066026,0.02631578947368421,18,1.0
0.00615848211066026,0.02631578947368421,19,1.0
0.00615848211066026,0.05263157894736842,0,1.0
0.00615848211066026,0.05263157894736842,1,1.0
0.00615848211066026,0.05263157894736842,2,1.0
0.00615848211066026,0.05263157894736842,3,1.0
0.00615848211066026,0.05263157894736842,4,1.0
0.00615848211066026,0.05263157894736842,5,1.0
0.00615848211066026,0.05263157894736842,6,1.0
0.00615848211066026,0.05263157894736842,7,1.0
0.00615848211066026,0.05263157894736842,8,1.0
0.00615848211066026,0.05263157894736842,9,1.0
0.00615848211066026,0.05263157894736842,10,1.0
0.00615848211066026,0.05263157894736842,11,1.0
0.00615848211066026,0.05263157894736842,12,1.0
0.00615848211066026,0.05263157894736842,13,1.0
0.00615848211066026,0.05263157894736842,14,1.0
0.00615848211066026,0.05263157894736842,15,1.0
0.00615848211066026,0.05263157894736842,16,1.0
0.00615848211066026,0.05263157894736842,17,1.0
0.00615848211066026,0.05263157894736842,18,1.0
0.00615848211066026,0.05263157894736842,19,1.0
0.00615848211066026,0.07894736842105263,0,1.0
0.00615848211066026,0.07894736842105263,1,1.0
0.00615848211066026,0.07894736842105263,2,1.0
0.00615848211066026,0.07894736842105263,3,1.0
0.00615848211066026,0.07894736842105263,4,1.0
0.00615848211066026,0.07894736842105263,5,1.0
0.00615848211066026,0.07894736842105263,6,1.0
0.00615848211066026,0.07894736842105263,7,1.0
0.00615848211066026,0.07894736842105263,8,1.0
0.00615848211066026,0.07894736842105263,9,1.0
0.00615848211066026,0.07894736842105263,10,1.0
0.00615848211066026,0.07894736842105263,11,1.0
0.00615848211066026,0.07894736842105263,12,1.0
0.00615848211066026,0.07894736842105263,13,1.0
0.00615848211066026,0.07894736842105263,14,1.0
0.00615848211066026,0.07894736842105263,15,1.0
0.00615848211066026,0.07894736842105263,16,1.0
0.00615848211066026,0.07894736842105263,17,1.0
0.00615848211066026,0.07894736842105263,18,1.0
0.00615848211066026,0.07894736842105263,19,1.0
0.00615848211066026,0.10526315789473684,0,1.0
0.00615848211066026,0.10526315789473684,1,1.0
0.00615848211066026,0.10526315789473684,2,1.0
0.00615848211066026,0.10526315789473684,3,1.0
0.00615848211066026,0.10526315789473684,4,1.0
0.00615848211066026,0.10526315789473684,5,1.0
0.00615848211066026,0.10526315789473684,6,1.0
0.00615848211066026,0.10526315789473684,7,1.0
0.00615848211066026,0.10526315789473684,8,1.0
0.00615848211066026,0.10526315789473684,9,1.0
0.00615848211066026,0.10526315789473684,10,1.0
0.00615848211066026,0.10526315789473684,11,1.0
0.00615848211066026,0.10526315789473684,12,1.0
0.00615848211066026,0.10526315789473684,13,1.0
0.00615848211066026,0.10526315789473684,14,1.0
0.00615848211066026,0.10526315789473684,15,1.0
0.00615848211066026,0.10526315789473684,16,1.0
0.00615848211066026,0.10526315789473684,17,1.0
0.00615848211066026,0.10526315789473684,18,1.0
0.00615848211066026,0.10526315789473684,19,1.0
0.00615848211066026,0.13157894736842105,0,1.0
0.00615848211066026,0.13157894736842105,1,1.0
0.00615848211066026,0.13157894736842105,2,1.0
0.00615848211066026,0.13157894736842105,3,1.0
0.00615848211066026,0.13157894736842105,4,1.0
0.00615848211066026,0.13157894736842105,5,1.0
0.00615848211066026,0.13157894736842105,6,1.0
0.00615848211066026,0.13157894736842105,7,1.0
0.00615848211066026,0.13157894736842105,8,1.0
0.00615848211066026,0.13157894736842105,9,1.0
0.00615848211066026,0.13157894736842105,10,1.0
0.00615848211066026,0.13157894736842105,11,1.0
0.00615848211066026,0.13157894736842105,12,1.0
0.00615848211066026,0.13157894736842105,13,1.0
0.00615848211066026,0.13157894736842105,14,1.0
0.00615848211066026,0.13157894736842105,15,1.0
0.00615848211066026,0.13157894736842105,16,1.0
0.00615848211066026,0.13157894736842105,17,1.0
0.00615848211066026,0.13157894736842105,18,1.0
0.00615848211066026,0.13157894736842105,19,1.0
0.00615848211066026,0.15789473684210525,0,1.0
0.00615848211066026,0.15789473684210525,1,1.0
0.00615848211066026,0.15789473684210525,2,1.0
0.00615848211066026,0.15789473684210525,3,1.0
0.00615848211066026,0.15789473684210525,4,1.0
0.00615848211066026,0.15789473684210525,5,1.0
0.00615848211066026,0.15789473684210525,6,1.0
0.00615848211066026,0.15789473684210525,7,1.0
0.00615848211066026,0.15789473684210525,8,1.0
0.00615848211066026,0.15789473684210525,9,1.0
0.00615848211066026,0.15789473684210525,10,1.0
0.00615848211066026,0.15789473684210525,11,1.0
0.00615848211066026,0.15789473684210525,12,1.0
0.00615848211066026,0.15789473684210525,13,1.0
0.00615848211066026,0.15789473684210525,14,1.0
0.00615848211066026,0.15789473684210525,15,1.0
0.00615848211066026,0.15789473684210525,16,1.0
0.00615848211066026,0.15789473684210525,17,1.0
0.00615848211066026,0.15789473684210525,18,1.0
0.00615848211066026,0.15789473684210525,19,1.0
0.00615848211066026,0.18421052631578946,0,1.0
0.00615848211066026,0.18421052631578946,1,1.0
0.00615848211066026,0.18421052631578946,2,1.0
0.00615848211066026,0.18421052631578946,3,1.0
0.00615848211066026,0.18421052631578946,4,1.0
0.00615848211066026,0.18421052631578946,5,1.0
0.00615848211066026,0.18421052631578946,6,1.0
0.00615848211066026,0.18421052631578946,7,1.0
0.00615848211066026,0.18421052631578946,8,1.0
0.00615848211066026,0.18421052631578946,9,1.0
0.00615848211066026,0.18421052631578946,10,1.0
0.00615848211066026,0.18421052631578946,11,1.0
0.00615848211066026,0.18421052631578946,12,1.0
0.00615848211066026,0.18421052631578946,13,1.0
0.00615848211066026,0.18421052631578946,14,1.0
0.00615848211066026,0.18421052631578946,15,1.0
0.00615848211066026,0.18421052631578946,16,1.0
0.00615848211066026,0.18421052631578946,17,1.0
0.00615848211066026,0.18421052631578946,18,1.0
0.00615848211066026,0.18421052631578946,19,1.0
0.00615848211066026,0.21052631578947367,0,1.0
0.00615848211066026,0.21052631578947367,1,1.0
0.00615848211066026,0.21052631578947367,2,1.0
0.00615848211066026,0.21052631578947367,3,1.0
0.00615848211066026,0.21052631578947367,4,1.0
0.00615848211066026,0.21052631578947367,5,1.0
0.00615848211066026,0.21052631578947367,6,1.0
0.00615848211066026,0.21052631578947367,7,1.0
0.00615848211066026,0.21052631578947367,8,1.0
0.00615848211066026,0.21052631578947367,9,1.0
0.00615848211066026,0.21052631578947367,10,1.0
0.00615848211066026,0.21052631578947367,11,1.0
0.00615848211066026,0.21052631578947367,12,1.0
0.00615848211066026,0.21052631578947367,13,1.0
0.00615848211066026,0.21052631578947367,14,1.0
0.00615848211066026,0.21052631578947367,15,1.0
0.00615848211066026,0.21052631578947367,16,1.0
0.00615848211066026,0.21052631578947367,17,1.0
0.00615848211066026,0.21052631578947367,18,1.0
0.00615848211066026,0.21052631578947367,19,1.0
0.00615848211066026,0.23684210526315788,0,1.0
0.00615848211066026,0.23684210526315788,1,1.0
0.00615848211066026,0.23684210526315788,2,1.0
0.00615848211066026,0.23684210526315788,3,1.0
0.00615848211066026,0.23684210526315788,4,1.0
0.00615848211066026,0.23684210526315788,5,1.0
0.00615848211066026,0.23684210526315788,6,1.0
0.00615848211066026,0.23684210526315788,7,1.0
0.00615848211066026,0.23684210526315788,8,1.0
0.00615848211066026,0.23684210526315788,9,1.0
0.00615848211066026,0.23684210526315788,10,1.0
0.00615848211066026,0.23684210526315788,11,1.0
0.00615848211066026,0.23684210526315788,12,1.0
0.00615848211066026,0.23684210526315788,13,1.0
0.00615848211066026,0.23684210526315788,14,1.0
0.00615848211066026,0.23684210526315788,15,1.0
0.00615848211066026,0.23684210526315788,16,1.0
0.00615848211066026,0.23684210526315788,17,1.0
0.00615848211066026,0.23684210526315788,18,1.0
0.00615848211066026,0.23684210526315788,19,1.0
0.00615848211066026,0.2631578947368421,0,1.0
0.00615848211066026,0.2631578947368421,1,1.0
0.00615848211066026,0.2631578947368421,2,1.0
0.00615848211066026,0.2631578947368421,3,1.0
0.00615848211066026,0.2631578947368421,4,1.0
0.00615848211066026,0.2631578947368421,5,1.0
0.00615848211066026,0.2631578947368421,6,1.0
0.00615848211066026,0.2631578947368421,7,1.0
0.00615848211066026,0.2631578947368421,8,1.0
0.00615848211066026,0.2631578947368421,9,1.0
0.00615848211066026,0.2631578947368421,10,1.0
0.00615848211066026,0.2631578947368421,11,1.0
0.00615848211066026,0.2631578947368421,12,1.0
0.00615848211066026,0.2631578947368421,13,1.0
0.00615848211066026,0.2631578947368421,14,1.0
0.00615848211066026,0.2631578947368421,15,1.0
0.00615848211066026,0.2631578947368421,16,1.0
0.00615848211066026,0.2631578947368421,17,1.0
0.00615848211066026,0.2631578947368421,18,1.0
0.00615848211066026,0.2631578947368421,19,1.0
0.00615848211066026,0.2894736842105263,0,1.0
0.00615848211066026,0.2894736842105263,1,1.0
0.00615848211066026,0.2894736842105263,2,1.0
0.00615848211066026,0.2894736842105263,3,1.0
0.00615848211066026,0.2894736842105263,4,1.0
0.00615848211066026,0.2894736842105263,5,1.0
0.00615848211066026,0.2894736842105263,6,1.0
0.00615848211066026,0.2894736842105263,7,1.0
0.00615848211066026,0.2894736842105263,8,1.0
0.00615848211066026,0.2894736842105263,9,1.0
0.00615848211066026,0.2894736842105263,10,1.0
0.00615848211066026,0.2894736842105263,11,1.0
0.00615848211066026,0.2894736842105263,12,1.0
0.00615848211066026,0.2894736842105263,13,1.0
0.00615848211066026,0.2894736842105263,14,1.0
0.00615848211066026,0.2894736842105263,15,1.0
0.00615848211066026,0.2894736842105263,16,1.0
0.00615848211066026,0.2894736842105263,17,1.0
0.00615848211066026,0.2894736842105263,18,1.0
0.00615848211066026,0.2894736842105263,19,1.0
0.00615848211066026,0.3157894736842105,0,1.0
0.00615848211066026,0.3157894736842105,1,1.0
0.00615848211066026,0.3157894736842105,2,1.0
0.00615848211066026,0.3157894736842105,3,1.0
0.00615848211066026,0.3157894736842105,4,1.0
0.00615848211066026,0.3157894736842105,5,1.0
0.00615848211066026,0.3157894736842105,6,1.0
0.00615848211066026,0.3157894736842105,7,1.0
0.00615848211066026,0.3157894736842105,8,1.0
0.00615848211066026,0.3157894736842105,9,1.0
0.00615848211066026,0.3157894736842105,10,1.0
0.00615848211066026,0.3157894736842105,11,1.0
0.00615848211066026,0.3157894736842105,12,1.0
0.00615848211066026,0.3157894736842105,13,1.0
0.00615848211066026,0.3157894736842105,14,1.0
0.00615848211066026,0.3157894736842105,15,1.0
0.00615848211066026,0.3157894736842105,16,1.0
0.00615848211066026,0.3157894736842105,17,1.0
0.00615848211066026,0.3157894736842105,18,1.0
0.00615848211066026,0.3157894736842105,19,1.0
0.00615848211066026,0.3421052631578947,0,1.0
0.00615848211066026,0.3421052631578947,1,1.0
0.00615848211066026,0.3421052631578947,2,1.0
0.00615848211066026,0.3421052631578947,3,1.0
0.00615848211066026,0.3421052631578947,4,1.0
0.00615848211066026,0.3421052631578947,5,1.0
0.00615848211066026,0.3421052631578947,6,1.0
0.00615848211066026,0.3421052631578947,7,1.0
0.00615848211066026,0.3421052631578947,8,1.0
0.00615848211066026,0.3421052631578947,9,1.0
0.00615848211066026,0.3421052631578947,10,1.0
0.00615848211066026,0.3421052631578947,11,1.0
0.00615848211066026,0.3421052631578947,12,1.0
0.00615848211066026,0.3421052631578947,13,1.0
0.00615848211066026,0.3421052631578947,14,1.0
0.00615848211066026,0.3421052631578947,15,1.0
0.00615848211066026,0.3421052631578947,16,1.0
0.00615848211066026,0.3421052631578947,17,1.0
0.00615848211066026,0.3421052631578947,18,1.0
0.00615848211066026,0.3421052631578947,19,1.0
0.00615848211066026,0.3684210526315789,0,1.0
0.00615848211066026,0.3684210526315789,1,1.0
0.00615848211066026,0.3684210526315789,2,1.0
0.00615848211066026,0.3684210526315789,3,1.0
0.00615848211066026,0.3684210526315789,4,1.0
0.00615848211066026,0.3684210526315789,5,1.0
0.00615848211066026,0.3684210526315789,6,1.0
0.00615848211066026,0.3684210526315789,7,1.0
0.00615848211066026,0.3684210526315789,8,1.0
0.00615848211066026,0.3684210526315789,9,1.0
0.00615848211066026,0.3684210526315789,10,1.0
0.00615848211066026,0.3684210526315789,11,1.0
0.00615848211066026,0.3684210526315789,12,1.0
0.00615848211066026,0.3684210526315789,13,1.0
0.00615848211066026,0.3684210526315789,14,1.0
0.00615848211066026,0.3684210526315789,15,1.0
0.00615848211066026,0.3684210526315789,16,1.0
0.00615848211066026,0.3684210526315789,17,1.0
0.00615848211066026,0.3684210526315789,18,1.0
0.00615848211066026,0.3684210526315789,19,1.0
0.00615848211066026,0.39473684210526316,0,1.0
0.00615848211066026,0.39473684210526316,1,1.0
0.00615848211066026,0.39473684210526316,2,1.0
0.00615848211066026,0.39473684210526316,3,1.0
0.00615848211066026,0.39473684210526316,4,1.0
0.00615848211066026,0.39473684210526316,5,1.0
0.00615848211066026,0.39473684210526316,6,1.0
0.00615848211066026,0.39473684210526316,7,1.0
0.00615848211066026,0.39473684210526316,8,1.0
0.00615848211066026,0.39473684210526316,9,1.0
0.00615848211066026,0.39473684210526316,10,1.0
0.00615848211066026,0.39473684210526316,11,1.0
0.00615848211066026,0.39473684210526316,12,1.0
0.00615848211066026,0.39473684210526316,13,1.0
0.00615848211066026,0.39473684210526316,14,1.0
0.00615848211066026,0.39473684210526316,15,1.0
0.00615848211066026,0.39473684210526316,16,1.0
0.00615848211066026,0.39473684210526316,17,1.0
0.00615848211066026,0.39473684210526316,18,1.0
0.00615848211066026,0.39473684210526316,19,1.0
0.00615848211066026,0.42105263157894735,0,1.0
0.00615848211066026,0.42105263157894735,1,1.0
0.00615848211066026,0.42105263157894735,2,1.0
0.00615848211066026,0.42105263157894735,3,1.0
0.00615848211066026,0.42105263157894735,4,1.0
0.00615848211066026,0.42105263157894735,5,1.0
0.00615848211066026,0.42105263157894735,6,1.0
0.00615848211066026,0.42105263157894735,7,1.0
0.00615848211066026,0.42105263157894735,8,1.0
0.00615848211066026,0.42105263157894735,9,1.0
0.00615848211066026,0.42105263157894735,10,1.0
0.00615848211066026,0.42105263157894735,11,1.0
0.00615848211066026,0.42105263157894735,12,1.0
0.00615848211066026,0.42105263157894735,13,1.0
0.00615848211066026,0.42105263157894735,14,1.0
0.00615848211066026,0.42105263157894735,15,1.0
0.00615848211066026,0.42105263157894735,16,1.0
0.00615848211066026,0.42105263157894735,17,1.0
0.00615848211066026,0.42105263157894735,18,1.0
0.00615848211066026,0.42105263157894735,19,1.0
0.00615848211066026,0.4473684210526315,0,1.0
0.00615848211066026,0.4473684210526315,1,1.0
0.00615848211066026,0.4473684210526315,2,1.0
0.00615848211066026,0.4473684210526315,3,1.0
0.00615848211066026,0.4473684210526315,4,1.0
0.00615848211066026,0.4473684210526315,5,1.0
0.00615848211066026,0.4473684210526315,6,1.0
0.00615848211066026,0.4473684210526315,7,1.0
0.00615848211066026,0.4473684210526315,8,1.0
0.00615848211066026,0.4473684210526315,9,1.0
0.00615848211066026,0.4473684210526315,10,1.0
0.00615848211066026,0.4473684210526315,11,1.0
0.00615848211066026,0.4473684210526315,12,1.0
0.00615848211066026,0.4473684210526315,13,1.0
0.00615848211066026,0.4473684210526315,14,1.0
0.00615848211066026,0.4473684210526315,15,1.0
0.00615848211066026,0.4473684210526315,16,1.0
0.00615848211066026,0.4473684210526315,17,1.0
0.00615848211066026,0.4473684210526315,18,1.0
0.00615848211066026,0.4473684210526315,19,1.0
0.00615848211066026,0.47368421052631576,0,1.0
0.00615848211066026,0.47368421052631576,1,1.0
0.00615848211066026,0.47368421052631576,2,1.0
0.00615848211066026,0.47368421052631576,3,1.0
0.00615848211066026,0.47368421052631576,4,1.0
0.00615848211066026,0.47368421052631576,5,1.0
0.00615848211066026,0.47368421052631576,6,1.0
0.00615848211066026,0.47368421052631576,7,1.0
0.00615848211066026,0.47368421052631576,8,1.0
0.00615848211066026,0.47368421052631576,9,1.0
0.00615848211066026,0.47368421052631576,10,1.0
0.00615848211066026,0.47368421052631576,11,1.0
0.00615848211066026,0.47368421052631576,12,1.0
0.00615848211066026,0.47368421052631576,13,1.0
0.00615848211066026,0.47368421052631576,14,1.0
0.00615848211066026,0.47368421052631576,15,1.0
0.00615848211066026,0.47368421052631576,16,1.0
0.00615848211066026,0.47368421052631576,17,1.0
0.00615848211066026,0.47368421052631576,18,1.0
0.00615848211066026,0.47368421052631576,19,1.0
0.00615848211066026,0.5,0,1.0
0.00615848211066026,0.5,1,1.0
0.00615848211066026,0.5,2,1.0
0.00615848211066026,0.5,3,1.0
0.00615848211066026,0.5,4,1.0
0.00615848211066026,0.5,5,1.0
0.00615848211066026,0.5,6,1.0
0.00615848211066026,0.5,7,1.0
0.00615848211066026,0.5,8,1.0
0.00615848211066026,0.5,9,1.0
0.00615848211066026,0.5,10,1.0
0.00615848211066026,0.5,11,1.0
0.00615848211066026,0.5,12,1.0
0.00615848211066026,0.5,13,1.0
0.00615848211066026,0.5,14,1.0
0.00615848211066026,0.5,15,1.0
0.00615848211066026,0.5,16,1.0
0.00615848211066026,0.5,17,1.0
0.00615848211066026,0.5,18,1.0
0.00615848211066026,0.5,19,1.0
0.008858667904100823,0.0,0,1.0
0.008858667904100823,0.0,1,1.0
0.008858667904100823,0.0,2,1.0
0.008858667904100823,0.0,3,1.0
0.008858667904100823,0.0,4,1.0
0.008858667904100823,0.0,5,1.0
0.008858667904100823,0.0,6,1.0
0.008858667904100823,0.0,7,1.0
0.008858667904100823,0.0,8,1.0
0.008858667904100823,0.0,9,1.0
0.008858667904100823,0.0,10,1.0
0.008858667904100823,0.0,11,1.0
0.008858667904100823,0.0,12,1.0
0.008858667904100823,0.0,13,1.0
0.008858667904100823,0.0,14,1.0
0.008858667904100823,0.0,15,1.0
0.008858667904100823,0.0,16,1.0
0.008858667904100823,0.0,17,1.0
0.008858667904100823,0.0,18,1.0
0.008858667904100823,0.0,19,1.0
0.008858667904100823,0.02631578947368421,0,1.0
0.008858667904100823,0.02631578947368421,1,1.0
0.008858667904100823,0.02631578947368421,2,1.0
0.008858667904100823,0.02631578947368421,3,1.0
0.008858667904100823,0.02631578947368421,4,1.0
0.008858667904100823,0.02631578947368421,5,1.0
0.008858667904100823,0.02631578947368421,6,1.0
0.008858667904100823,0.02631578947368421,7,1.0
0.008858667904100823,0.02631578947368421,8,1.0
0.008858667904100823,0.02631578947368421,9,1.0
0.008858667904100823,0.02631578947368421,10,1.0
0.008858667904100823,0.02631578947368421,11,1.0
0.008858667904100823,0.02631578947368421,12,1.0
0.008858667904100823,0.02631578947368421,13,1.0
0.008858667904100823,0.02631578947368421,14,1.0
0.008858667904100823,0.02631578947368421,15,1.0
0.008858667904100823,0.02631578947368421,16,1.0
0.008858667904100823,0.02631578947368421,17,1.0
0.008858667904100823,0.02631578947368421,18,1.0
